ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,Key,date,Period,Iteration,zeros,zeros_upper,zeros_lower
2021-09-21,1660.627,-138.79988,2117.485,1660.627,1660.627,-637.0797,-637.0797,-637.0797,-637.0797,-637.0797,-637.0797,0.0,0.0,0.0,1023.5472,85599_CL03_GT,2021-09-21,History,202309,,,
2021-10-01,1658.4038,-38.297184,2151.805,1658.4038,1658.4038,-622.5331,-622.5331,-622.5331,-622.5331,-622.5331,-622.5331,0.0,0.0,0.0,1035.8707,85599_CL03_GT,2021-10-01,History,202309,,,
2021-10-11,1656.1808,-22.26844,2349.2515,1656.1808,1656.1808,-514.0865,-514.0865,-514.0865,-514.0865,-514.0865,-514.0865,0.0,0.0,0.0,1142.0942,85599_CL03_GT,2021-10-11,History,202309,,,
2021-10-21,1653.9576,32.77888,2250.6162,1653.9576,1653.9576,-532.1986,-532.1986,-532.1986,-532.1986,-532.1986,-532.1986,0.0,0.0,0.0,1121.759,85599_CL03_GT,2021-10-21,History,202309,,,
2021-11-01,1651.5122,-217.19307,1980.2723,1651.5122,1651.5122,-750.9126,-750.9126,-750.9126,-750.9126,-750.9126,-750.9126,0.0,0.0,0.0,900.5997,85599_CL03_GT,2021-11-01,History,202309,,,
2021-11-11,1649.2892,-362.67267,1970.3778,1649.2892,1649.2892,-894.12274,-894.12274,-894.12274,-894.12274,-894.12274,-894.12274,0.0,0.0,0.0,755.16644,85599_CL03_GT,2021-11-11,History,202309,,,
2021-11-21,1647.066,-336.1426,1872.3287,1647.066,1647.066,-841.47516,-841.47516,-841.47516,-841.47516,-841.47516,-841.47516,0.0,0.0,0.0,805.59094,85599_CL03_GT,2021-11-21,History,202309,,,
2021-12-01,1644.843,-236.57011,2085.1033,1644.843,1644.843,-711.8105,-711.8105,-711.8105,-711.8105,-711.8105,-711.8105,0.0,0.0,0.0,933.03253,85599_CL03_GT,2021-12-01,History,202309,,,
2021-12-11,1642.6199,-147.5433,2260.9404,1642.6199,1642.6199,-604.09534,-604.09534,-604.09534,-604.09534,-604.09534,-604.09534,0.0,0.0,0.0,1038.5245,85599_CL03_GT,2021-12-11,History,202309,,,
2021-12-21,1640.3969,-30.398067,2225.178,1640.3969,1640.3969,-513.33167,-513.33167,-513.33167,-513.33167,-513.33167,-513.33167,0.0,0.0,0.0,1127.0652,85599_CL03_GT,2021-12-21,History,202309,,,
2022-01-01,1637.9514,-78.16248,2352.6897,1637.9514,1637.9514,-533.7976,-533.7976,-533.7976,-533.7976,-533.7976,-533.7976,0.0,0.0,0.0,1104.1538,85599_CL03_GT,2022-01-01,History,202309,,,
2022-01-11,1635.7283,-219.0987,2093.8281,1635.7283,1635.7283,-681.6822,-681.6822,-681.6822,-681.6822,-681.6822,-681.6822,0.0,0.0,0.0,954.04614,85599_CL03_GT,2022-01-11,History,202309,,,
2022-01-21,1633.5052,-96.29451,2091.913,1633.5052,1633.5052,-695.9699,-695.9699,-695.9699,-695.9699,-695.9699,-695.9699,0.0,0.0,0.0,937.53534,85599_CL03_GT,2022-01-21,History,202309,,,
2022-02-01,1631.0598,94.913086,2286.403,1631.0598,1631.0598,-385.18884,-385.18884,-385.18884,-385.18884,-385.18884,-385.18884,0.0,0.0,0.0,1245.871,85599_CL03_GT,2022-02-01,History,202309,,,
2022-02-11,1628.8368,611.5825,2815.841,1628.8368,1628.8368,46.782974,46.782974,46.782974,46.782974,46.782974,46.782974,0.0,0.0,0.0,1675.6198,85599_CL03_GT,2022-02-11,History,202309,,,
2022-02-21,1626.6136,1095.377,3455.976,1626.6136,1626.6136,652.5462,652.5462,652.5462,652.5462,652.5462,652.5462,0.0,0.0,0.0,2279.16,85599_CL03_GT,2022-02-21,History,202309,,,
2022-03-01,1624.8352,1854.7142,4061.8667,1624.8352,1624.8352,1365.3127,1365.3127,1365.3127,1365.3127,1365.3127,1365.3127,0.0,0.0,0.0,2990.148,85599_CL03_GT,2022-03-01,History,202309,,,
2022-03-11,1622.612,2724.7932,4927.746,1622.612,1622.612,2263.4307,2263.4307,2263.4307,2263.4307,2263.4307,2263.4307,0.0,0.0,0.0,3886.0427,85599_CL03_GT,2022-03-11,History,202309,,,
2022-03-21,1620.389,3034.9355,5293.769,1620.389,1620.389,2579.649,2579.649,2579.649,2579.649,2579.649,2579.649,0.0,0.0,0.0,4200.038,85599_CL03_GT,2022-03-21,History,202309,,,
2022-04-01,1617.9436,2674.1199,5026.3896,1617.9436,1617.9436,2249.243,2249.243,2249.243,2249.243,2249.243,2249.243,0.0,0.0,0.0,3867.1865,85599_CL03_GT,2022-04-01,History,202309,,,
2022-04-11,1615.7205,2359.5046,4727.8994,1615.7205,1615.7205,1935.6133,1935.6133,1935.6133,1935.6133,1935.6133,1935.6133,0.0,0.0,0.0,3551.3337,85599_CL03_GT,2022-04-11,History,202309,,,
2022-04-21,1613.4974,2231.4065,4546.6133,1613.4974,1613.4974,1699.8473,1699.8473,1699.8473,1699.8473,1699.8473,1699.8473,0.0,0.0,0.0,3313.3447,85599_CL03_GT,2022-04-21,History,202309,,,
2022-05-01,1611.2743,1682.7859,3959.8271,1611.2743,1611.2743,1302.1909,1302.1909,1302.1909,1302.1909,1302.1909,1302.1909,0.0,0.0,0.0,2913.4653,85599_CL03_GT,2022-05-01,History,202309,,,
2022-05-11,1609.0513,1555.0453,3790.817,1609.0513,1609.0513,1043.2399,1043.2399,1043.2399,1043.2399,1043.2399,1043.2399,0.0,0.0,0.0,2652.291,85599_CL03_GT,2022-05-11,History,202309,,,
2022-05-21,1606.8278,1650.408,3987.266,1606.8278,1606.8278,1214.0343,1214.0343,1214.0343,1214.0343,1214.0343,1214.0343,0.0,0.0,0.0,2820.862,85599_CL03_GT,2022-05-21,History,202309,,,
2022-06-01,1604.382,1605.2378,3954.343,1604.382,1604.382,1103.8098,1103.8098,1103.8098,1103.8098,1103.8098,1103.8098,0.0,0.0,0.0,2708.192,85599_CL03_GT,2022-06-01,History,202309,,,
2022-06-11,1602.1584,522.7155,2844.101,1602.1584,1602.1584,50.641838,50.641838,50.641838,50.641838,50.641838,50.641838,0.0,0.0,0.0,1652.8003,85599_CL03_GT,2022-06-11,History,202309,,,
2022-06-21,1599.935,-730.1243,1676.5913,1599.935,1599.935,-1185.3956,-1185.3956,-1185.3956,-1185.3956,-1185.3956,-1185.3956,0.0,0.0,0.0,414.5394,85599_CL03_GT,2022-06-21,History,202309,,,
2022-07-01,1597.7115,-1045.9485,1233.8285,1597.7115,1597.7115,-1578.0361,-1578.0361,-1578.0361,-1578.0361,-1578.0361,-1578.0361,0.0,0.0,0.0,19.675356,85599_CL03_GT,2022-07-01,History,202309,,,
2022-07-11,1595.4879,-852.20215,1444.251,1595.4879,1595.4879,-1306.0679,-1306.0679,-1306.0679,-1306.0679,-1306.0679,-1306.0679,0.0,0.0,0.0,289.42,85599_CL03_GT,2022-07-11,History,202309,,,
2022-07-21,1593.2642,-766.38556,1573.787,1593.2642,1593.2642,-1148.5337,-1148.5337,-1148.5337,-1148.5337,-1148.5337,-1148.5337,0.0,0.0,0.0,444.73056,85599_CL03_GT,2022-07-21,History,202309,,,
2022-08-01,1590.8181,-708.9723,1558.4786,1590.8181,1590.8181,-1148.2509,-1148.2509,-1148.2509,-1148.2509,-1148.2509,-1148.2509,0.0,0.0,0.0,442.5673,85599_CL03_GT,2022-08-01,History,202309,,,
2022-08-11,1588.5945,-374.5307,1850.3452,1588.5945,1588.5945,-871.63385,-871.63385,-871.63385,-871.63385,-871.63385,-871.63385,0.0,0.0,0.0,716.96063,85599_CL03_GT,2022-08-11,History,202309,,,
2022-08-21,1586.3708,-129.26155,2218.6575,1586.3708,1586.3708,-446.9453,-446.9453,-446.9453,-446.9453,-446.9453,-446.9453,0.0,0.0,0.0,1139.4255,85599_CL03_GT,2022-08-21,History,202309,,,
2022-09-01,1583.9248,144.03452,2381.8003,1583.9248,1583.9248,-292.70312,-292.70312,-292.70312,-292.70312,-292.70312,-292.70312,0.0,0.0,0.0,1291.2217,85599_CL03_GT,2022-09-01,History,202309,,,
2022-09-11,1581.701,-34.325592,2261.6501,1581.701,1581.701,-463.61392,-463.61392,-463.61392,-463.61392,-463.61392,-463.61392,0.0,0.0,0.0,1118.0872,85599_CL03_GT,2022-09-11,History,202309,,,
2022-09-21,1579.4774,-176.94705,2092.6328,1579.4774,1579.4774,-634.9233,-634.9233,-634.9233,-634.9233,-634.9233,-634.9233,0.0,0.0,0.0,944.55414,85599_CL03_GT,2022-09-21,History,202309,,,
2022-10-01,1577.2537,-124.739624,2127.2861,1577.2537,1577.2537,-624.8935,-624.8935,-624.8935,-624.8935,-624.8935,-624.8935,0.0,0.0,0.0,952.36017,85599_CL03_GT,2022-10-01,History,202309,,,
2022-10-11,1575.0299,-63.85051,2163.1296,1575.0299,1575.0299,-516.0881,-516.0881,-516.0881,-516.0881,-516.0881,-516.0881,0.0,0.0,0.0,1058.9419,85599_CL03_GT,2022-10-11,History,202309,,,
2022-10-21,1572.8062,-55.56287,2186.4658,1572.8062,1572.8062,-529.11755,-529.11755,-529.11755,-529.11755,-529.11755,-529.11755,0.0,0.0,0.0,1043.6886,85599_CL03_GT,2022-10-21,History,202309,,,
2022-11-01,1570.3601,-351.05,1919.0354,1570.3601,1570.3601,-745.4306,-745.4306,-745.4306,-745.4306,-745.4306,-745.4306,0.0,0.0,0.0,824.9295,85599_CL03_GT,2022-11-01,History,202309,,,
2022-11-11,1568.1364,-402.6342,1798.1108,1568.1364,1568.1364,-893.0014,-893.0014,-893.0014,-893.0014,-893.0014,-893.0014,0.0,0.0,0.0,675.135,85599_CL03_GT,2022-11-11,History,202309,,,
2022-11-21,1565.9126,-498.86063,1929.6206,1565.9126,1565.9126,-844.4658,-844.4658,-844.4658,-844.4658,-844.4658,-844.4658,0.0,0.0,0.0,721.44684,85599_CL03_GT,2022-11-21,History,202309,,,
2022-12-01,1563.689,-214.79771,2172.4348,1563.689,1563.689,-714.8348,-714.8348,-714.8348,-714.8348,-714.8348,-714.8348,0.0,0.0,0.0,848.8542,85599_CL03_GT,2022-12-01,History,202309,,,
2022-12-11,1561.4652,-187.78128,2178.7007,1561.4652,1561.4652,-606.6348,-606.6348,-606.6348,-606.6348,-606.6348,-606.6348,0.0,0.0,0.0,954.8304,85599_CL03_GT,2022-12-11,History,202309,,,
2022-12-21,1559.2415,-123.28377,2145.9736,1559.2415,1559.2415,-514.9327,-514.9327,-514.9327,-514.9327,-514.9327,-514.9327,0.0,0.0,0.0,1044.3088,85599_CL03_GT,2022-12-21,History,202309,,,
2023-01-01,1556.7954,-186.17401,2162.3174,1556.7954,1556.7954,-531.0705,-531.0705,-531.0705,-531.0705,-531.0705,-531.0705,0.0,0.0,0.0,1025.7249,85599_CL03_GT,2023-01-01,History,202309,,,
2023-01-11,1554.5717,-200.80493,2055.6975,1554.5717,1554.5717,-678.30444,-678.30444,-678.30444,-678.30444,-678.30444,-678.30444,0.0,0.0,0.0,876.2672,85599_CL03_GT,2023-01-11,History,202309,,,
2023-01-21,1552.3479,-419.99207,1852.3425,1552.3479,1552.3479,-699.2552,-699.2552,-699.2552,-699.2552,-699.2552,-699.2552,0.0,0.0,0.0,853.0928,85599_CL03_GT,2023-01-21,History,202309,,,
2023-02-01,1549.9019,-66.43756,2274.164,1549.9019,1549.9019,-394.8464,-394.8464,-394.8464,-394.8464,-394.8464,-394.8464,0.0,0.0,0.0,1155.0554,85599_CL03_GT,2023-02-01,History,202309,,,
2023-02-11,1547.6781,464.18225,2749.3506,1547.6781,1547.6781,34.7388,34.7388,34.7388,34.7388,34.7388,34.7388,0.0,0.0,0.0,1582.4169,85599_CL03_GT,2023-02-11,History,202309,,,
2023-02-21,1545.4543,997.605,3342.4788,1545.4543,1545.4543,633.52655,633.52655,633.52655,633.52655,633.52655,633.52655,0.0,0.0,0.0,2178.981,85599_CL03_GT,2023-02-21,History,202309,,,
2023-03-01,1543.6754,1732.0028,4032.8394,1543.6754,1543.6754,1340.855,1340.855,1340.855,1340.855,1340.855,1340.855,0.0,0.0,0.0,2884.5305,85599_CL03_GT,2023-03-01,History,202309,,,
2023-03-11,1541.4517,2570.8066,4907.058,1541.4517,1541.4517,2245.9685,2245.9685,2245.9685,2245.9685,2245.9685,2245.9685,0.0,0.0,0.0,3787.4204,85599_CL03_GT,2023-03-11,History,202309,,,
2023-03-21,1539.228,2936.6343,5281.1733,1539.2279,1539.228,2581.0017,2581.0017,2581.0017,2581.0017,2581.0017,2581.0017,0.0,0.0,0.0,4120.2295,85599_CL03_GT,2023-03-21,Forecast,202309,,,
2023-04-01,1536.7819,2673.0886,5025.087,1536.7819,1536.7819,2259.1406,2259.1406,2259.1406,2259.1406,2259.1406,2259.1406,0.0,0.0,0.0,3795.9224,85599_CL03_GT,2023-04-01,Forecast,202309,,,
2023-04-11,1534.5581,2282.152,4611.6177,1534.5581,1534.5582,1941.285,1941.285,1941.285,1941.285,1941.285,1941.285,0.0,0.0,0.0,3475.8433,85599_CL03_GT,2023-04-11,Forecast,202309,,,
2023-04-21,1532.3345,2039.6086,4424.185,1532.3344,1532.3345,1707.4824,1707.4824,1707.4824,1707.4824,1707.4824,1707.4824,0.0,0.0,0.0,3239.817,85599_CL03_GT,2023-04-21,Forecast,202309,,,
2023-05-01,1530.1107,1648.4789,3983.67,1530.1105,1530.1108,1312.8357,1312.8357,1312.8357,1312.8357,1312.8357,1312.8357,0.0,0.0,0.0,2842.9463,85599_CL03_GT,2023-05-01,Forecast,202309,,,
2023-05-11,1527.887,1410.5023,3702.8264,1527.8867,1527.8872,1043.9333,1043.9333,1043.9333,1043.9333,1043.9333,1043.9333,0.0,0.0,0.0,2571.8203,85599_CL03_GT,2023-05-11,Forecast,202309,,,
2023-05-21,1525.6632,1696.219,3931.32,1525.663,1525.6635,1208.1445,1208.1445,1208.1445,1208.1445,1208.1445,1208.1445,0.0,0.0,0.0,2733.8079,85599_CL03_GT,2023-05-21,Forecast,202309,,,
2023-06-01,1523.2172,1546.9208,3757.8843,1523.2168,1523.2174,1118.4283,1118.4283,1118.4283,1118.4283,1118.4283,1118.4283,0.0,0.0,0.0,2641.6455,85599_CL03_GT,2023-06-01,Forecast,202309,,,
2023-06-11,1520.9934,476.85083,2755.472,1520.993,1520.9938,84.60421,84.60421,84.60421,84.60421,84.60421,84.60421,0.0,0.0,0.0,1605.5977,85599_CL03_GT,2023-06-11,Forecast,202309,,,
2023-06-21,1518.7697,-842.28503,1565.0387,1518.7692,1518.7701,-1162.4451,-1162.4451,-1162.4451,-1162.4451,-1162.4451,-1162.4451,0.0,0.0,0.0,356.32465,85599_CL03_GT,2023-06-21,Forecast,202309,,,
2023-07-01,1516.546,-1181.3948,1027.9595,1516.5454,1516.5465,-1579.6925,-1579.6925,-1579.6925,-1579.6925,-1579.6925,-1579.6925,0.0,0.0,0.0,-63.146465,85599_CL03_GT,2023-07-01,Forecast,202309,,,
2023-07-11,1514.3223,-937.9959,1388.2568,1514.3217,1514.3229,-1313.8429,-1313.8429,-1313.8429,-1313.8429,-1313.8429,-1313.8429,0.0,0.0,0.0,200.4794,85599_CL03_GT,2023-07-11,Forecast,202309,,,
2023-07-21,1512.0985,-808.0024,1586.0977,1512.0978,1512.0992,-1148.7538,-1148.7538,-1148.7538,-1148.7538,-1148.7538,-1148.7538,0.0,0.0,0.0,363.3448,85599_CL03_GT,2023-07-21,Forecast,202309,,,
2023-08-01,1509.6525,-878.2411,1459.2397,1509.6516,1509.6532,-1150.6876,-1150.6876,-1150.6876,-1150.6876,-1150.6876,-1150.6876,0.0,0.0,0.0,358.96484,85599_CL03_GT,2023-08-01,Forecast,202309,,,
2023-08-11,1507.4287,-478.07703,1770.2048,1507.4277,1507.4296,-882.15106,-882.15106,-882.15106,-882.15106,-882.15106,-882.15106,0.0,0.0,0.0,625.27765,85599_CL03_GT,2023-08-11,Forecast,202309,,,
2023-08-21,1505.205,-95.36275,2211.0562,1505.204,1505.2059,-455.61572,-455.61572,-455.61572,-455.61572,-455.61572,-455.61572,0.0,0.0,0.0,1049.5892,85599_CL03_GT,2023-08-21,Forecast,202309,,,
2023-09-01,1502.7589,56.359997,2277.7993,1502.7578,1502.7599,-291.2104,-291.2104,-291.2104,-291.2104,-291.2104,-291.2104,0.0,0.0,0.0,1211.5485,85599_CL03_GT,2023-09-01,Forecast,202309,,,
2023-09-11,1500.5352,-46.7898,2149.5605,1500.5339,1500.5363,-458.08023,-458.08023,-458.08023,-458.08023,-458.08023,-458.08023,0.0,0.0,0.0,1042.455,85599_CL03_GT,2023-09-11,Forecast,202309,,,
2023-09-21,1498.3114,-264.96902,1996.1147,1498.31,1498.3127,-632.6379,-632.6379,-632.6379,-632.6379,-632.6379,-632.6379,0.0,0.0,0.0,865.6735,85599_CL03_GT,2023-09-21,Forecast,202309,,,
2023-10-01,1496.0878,-291.72067,2075.5327,1496.0863,1496.0891,-627.1832,-627.1832,-627.1832,-627.1832,-627.1832,-627.1832,0.0,0.0,0.0,868.9045,85599_CL03_GT,2023-10-01,Forecast,202309,,,
2023-10-11,1493.864,-227.569,2003.9664,1493.8624,1493.8655,-518.1755,-518.1755,-518.1755,-518.1755,-518.1755,-518.1755,0.0,0.0,0.0,975.68854,85599_CL03_GT,2023-10-11,Forecast,202309,,,
2023-10-21,1491.6403,-155.67018,2185.0579,1491.6385,1491.6418,-526.168,-526.168,-526.168,-526.168,-526.168,-526.168,0.0,0.0,0.0,965.4722,85599_CL03_GT,2023-10-21,Forecast,202309,,,
2023-11-01,1489.1942,-379.25983,1815.7429,1489.1924,1489.1959,-739.90784,-739.90784,-739.90784,-739.90784,-739.90784,-739.90784,0.0,0.0,0.0,749.2864,85599_CL03_GT,2023-11-01,Forecast,202309,,,
2023-11-11,1486.9705,-501.51874,1693.6389,1486.9685,1486.9723,-891.73944,-891.73944,-891.73944,-891.73944,-891.73944,-891.73944,0.0,0.0,0.0,595.231,85599_CL03_GT,2023-11-11,Forecast,202309,,,
2023-11-21,1484.7467,-468.6602,1709.6511,1484.7446,1484.7487,-847.40857,-847.40857,-847.40857,-847.40857,-847.40857,-847.40857,0.0,0.0,0.0,637.33813,85599_CL03_GT,2023-11-21,Forecast,202309,,,
2023-12-01,1482.523,-292.30133,1992.4684,1482.5209,1482.525,-717.88153,-717.88153,-717.88153,-717.88153,-717.88153,-717.88153,0.0,0.0,0.0,764.6415,85599_CL03_GT,2023-12-01,Forecast,202309,,,
2023-12-11,1480.2993,-331.47675,1991.7698,1480.297,1480.3014,-609.1763,-609.1763,-609.1763,-609.1763,-609.1763,-609.1763,0.0,0.0,0.0,871.123,85599_CL03_GT,2023-12-11,Forecast,202309,,,
2023-12-21,1478.0756,-146.01741,2083.1616,1478.0731,1478.0778,-516.5955,-516.5955,-516.5955,-516.5955,-516.5955,-516.5955,0.0,0.0,0.0,961.48004,85599_CL03_GT,2023-12-21,Forecast,202309,,,
2024-01-01,1475.6294,-237.15617,2067.4622,1475.627,1475.6318,-528.4418,-528.4418,-528.4418,-528.4418,-528.4418,-528.4418,0.0,0.0,0.0,947.1877,85599_CL03_GT,2024-01-01,Forecast,202309,,,
2024-01-11,1473.4058,-431.7653,1945.2357,1473.4032,1473.4082,-674.84186,-674.84186,-674.84186,-674.84186,-674.84186,-674.84186,0.0,0.0,0.0,798.56384,85599_CL03_GT,2024-01-11,Forecast,202309,,,
2024-01-21,1471.182,-355.45908,1956.6918,1471.1793,1471.1846,-702.338,-702.338,-702.338,-702.338,-702.338,-702.338,0.0,0.0,0.0,768.844,85599_CL03_GT,2024-01-21,Forecast,202309,,,
2024-02-01,1468.736,16.006721,2239.2524,1468.733,1468.7386,-404.4312,-404.4312,-404.4312,-404.4312,-404.4312,-404.4312,0.0,0.0,0.0,1064.3047,85599_CL03_GT,2024-02-01,Forecast,202309,,,
2024-02-11,1466.5122,331.9373,2605.3225,1466.5092,1466.515,22.788052,22.788052,22.788052,22.788052,22.788052,22.788052,0.0,0.0,0.0,1489.3003,85599_CL03_GT,2024-02-11,Forecast,202309,,,
2024-02-21,1464.2885,974.7263,3231.5815,1464.2853,1464.2915,614.7334,614.7334,614.7334,614.7334,614.7334,614.7334,0.0,0.0,0.0,2079.022,85599_CL03_GT,2024-02-21,Forecast,202309,,,
2024-03-01,1462.2871,1741.6241,4134.3276,1462.2838,1462.2903,1414.3776,1414.3776,1414.3776,1414.3776,1414.3776,1414.3776,0.0,0.0,0.0,2876.6646,85599_CL03_GT,2024-03-01,Forecast,202309,,,
2024-03-11,1460.0634,2584.1438,4956.826,1460.0599,1460.0667,2297.133,2297.133,2297.133,2297.133,2297.133,2297.133,0.0,0.0,0.0,3757.1965,85599_CL03_GT,2024-03-11,Forecast,202309,,,
2024-03-21,1457.8396,2914.983,5116.106,1457.8362,1457.8431,2575.6882,2575.6882,2575.6882,2575.6882,2575.6882,2575.6882,0.0,0.0,0.0,4033.5278,85599_CL03_GT,2024-03-21,Forecast,202309,,,
2021-02-11,234.82234,110.40192,388.717,234.82234,234.82234,20.434391,20.434391,20.434391,20.434391,20.434391,20.434391,0.0,0.0,0.0,255.25673,85599_CL04_GT,2021-02-11,History,202309,,,
2021-02-21,234.453,173.6974,463.46378,234.453,234.453,78.3067,78.3067,78.3067,78.3067,78.3067,78.3067,0.0,0.0,0.0,312.7597,85599_CL04_GT,2021-02-21,History,202309,,,
2021-03-01,234.15755,294.87473,584.67163,234.15755,234.15755,209.47758,209.47758,209.47758,209.47758,209.47758,209.47758,0.0,0.0,0.0,443.63513,85599_CL04_GT,2021-03-01,History,202309,,,
2021-03-11,233.78821,433.50824,727.0622,233.78821,233.78821,341.18893,341.18893,341.18893,341.18893,341.18893,341.18893,0.0,0.0,0.0,574.9771,85599_CL04_GT,2021-03-11,History,202309,,,
2021-03-21,233.41888,368.12668,660.56006,233.41888,233.41888,294.26544,294.26544,294.26544,294.26544,294.26544,294.26544,0.0,0.0,0.0,527.6843,85599_CL04_GT,2021-03-21,History,202309,,,
2021-04-01,233.01262,240.22835,517.2554,233.01262,233.01262,153.23976,153.23976,153.23976,153.23976,153.23976,153.23976,0.0,0.0,0.0,386.25238,85599_CL04_GT,2021-04-01,History,202309,,,
2021-04-11,232.64328,186.36871,476.08945,232.64328,232.64328,97.50896,97.50896,97.50896,97.50896,97.50896,97.50896,0.0,0.0,0.0,330.15225,85599_CL04_GT,2021-04-11,History,202309,,,
2021-04-21,232.27396,177.79044,473.57425,232.27396,232.27396,88.07763,88.07763,88.07763,88.07763,88.07763,88.07763,0.0,0.0,0.0,320.3516,85599_CL04_GT,2021-04-21,History,202309,,,
2021-05-01,231.90462,183.7387,473.05515,231.90462,231.90462,94.30833,94.30833,94.30833,94.30833,94.30833,94.30833,0.0,0.0,0.0,326.21295,85599_CL04_GT,2021-05-01,History,202309,,,
2021-05-11,231.5353,224.74014,527.75287,231.5353,231.5353,145.39345,145.39345,145.39345,145.39345,145.39345,145.39345,0.0,0.0,0.0,376.92874,85599_CL04_GT,2021-05-11,History,202309,,,
2021-05-21,231.16595,259.24374,557.50366,231.16595,231.16595,183.34238,183.34238,183.34238,183.34238,183.34238,183.34238,0.0,0.0,0.0,414.50833,85599_CL04_GT,2021-05-21,History,202309,,,
2021-06-01,230.75969,177.58038,467.52774,230.75969,230.75969,95.25938,95.25938,95.25938,95.25938,95.25938,95.25938,0.0,0.0,0.0,326.01907,85599_CL04_GT,2021-06-01,History,202309,,,
2021-06-11,230.39037,41.422653,323.88416,230.39037,230.39037,-46.35428,-46.35428,-46.35428,-46.35428,-46.35428,-46.35428,0.0,0.0,0.0,184.03609,85599_CL04_GT,2021-06-11,History,202309,,,
2021-06-21,230.02103,-40.27311,249.3766,230.02103,230.02103,-124.24638,-124.24638,-124.24638,-124.24638,-124.24638,-124.24638,0.0,0.0,0.0,105.77465,85599_CL04_GT,2021-06-21,History,202309,,,
2021-07-01,229.6517,-63.413727,252.37234,229.6517,229.6517,-137.67268,-137.67268,-137.67268,-137.67268,-137.67268,-137.67268,0.0,0.0,0.0,91.97902,85599_CL04_GT,2021-07-01,History,202309,,,
2021-07-11,229.28236,-66.2875,234.94188,229.28236,229.28236,-147.20403,-147.20403,-147.20403,-147.20403,-147.20403,-147.20403,0.0,0.0,0.0,82.07835,85599_CL04_GT,2021-07-11,History,202309,,,
2021-07-21,228.91304,-73.077835,220.56654,228.91304,228.91304,-158.5438,-158.5438,-158.5438,-158.5438,-158.5438,-158.5438,0.0,0.0,0.0,70.36925,85599_CL04_GT,2021-07-21,History,202309,,,
2021-08-01,228.50677,-61.290874,233.95676,228.50677,228.50677,-145.21269,-145.21269,-145.21269,-145.21269,-145.21269,-145.21269,0.0,0.0,0.0,83.29408,85599_CL04_GT,2021-08-01,History,202309,,,
2021-08-11,228.13745,-10.358682,278.7484,228.13745,228.13745,-101.98187,-101.98187,-101.98187,-101.98187,-101.98187,-101.98187,0.0,0.0,0.0,126.15557,85599_CL04_GT,2021-08-11,History,202309,,,
2021-08-21,227.76811,33.277462,318.3324,227.76811,227.76811,-46.276775,-46.276775,-46.276775,-46.276775,-46.276775,-46.276775,0.0,0.0,0.0,181.49133,85599_CL04_GT,2021-08-21,History,202309,,,
2021-09-01,227.36185,56.863403,337.4472,227.36185,227.36185,-31.157187,-31.157187,-31.157187,-31.157187,-31.157187,-31.157187,0.0,0.0,0.0,196.20467,85599_CL04_GT,2021-09-01,History,202309,,,
2021-09-11,226.99252,14.749863,300.07913,226.99252,226.99252,-67.31991,-67.31991,-67.31991,-67.31991,-67.31991,-67.31991,0.0,0.0,0.0,159.6726,85599_CL04_GT,2021-09-11,History,202309,,,
2021-09-21,226.62318,26.427895,321.15588,226.62318,226.62318,-54.013275,-54.013275,-54.013275,-54.013275,-54.013275,-54.013275,0.0,0.0,0.0,172.60991,85599_CL04_GT,2021-09-21,History,202309,,,
2021-10-01,226.25386,131.02722,420.9059,226.25386,226.25386,42.12025,42.12025,42.12025,42.12025,42.12025,42.12025,0.0,0.0,0.0,268.3741,85599_CL04_GT,2021-10-01,History,202309,,,
2021-10-11,225.88452,166.52214,474.30545,225.88452,225.88452,88.76904,88.76904,88.76904,88.76904,88.76904,88.76904,0.0,0.0,0.0,314.65356,85599_CL04_GT,2021-10-11,History,202309,,,
2021-10-21,225.5152,100.421974,383.90457,225.5152,225.5152,11.189309,11.189309,11.189309,11.189309,11.189309,11.189309,0.0,0.0,0.0,236.7045,85599_CL04_GT,2021-10-21,History,202309,,,
2021-11-01,225.10893,17.461405,309.7194,225.10893,225.10893,-64.83408,-64.83408,-64.83408,-64.83408,-64.83408,-64.83408,0.0,0.0,0.0,160.27484,85599_CL04_GT,2021-11-01,History,202309,,,
2021-11-11,224.7396,29.842005,314.51245,224.7396,224.7396,-48.684944,-48.684944,-48.684944,-48.684944,-48.684944,-48.684944,0.0,0.0,0.0,176.05466,85599_CL04_GT,2021-11-11,History,202309,,,
2021-11-21,224.37027,16.036255,305.914,224.37027,224.37027,-66.73608,-66.73608,-66.73608,-66.73608,-66.73608,-66.73608,0.0,0.0,0.0,157.6342,85599_CL04_GT,2021-11-21,History,202309,,,
2021-12-01,224.00093,-52.62738,231.5752,224.00093,224.00093,-137.94063,-137.94063,-137.94063,-137.94063,-137.94063,-137.94063,0.0,0.0,0.0,86.06031,85599_CL04_GT,2021-12-01,History,202309,,,
2021-12-11,223.6316,-65.657166,226.852,223.6316,223.6316,-133.41766,-133.41766,-133.41766,-133.41766,-133.41766,-133.41766,0.0,0.0,0.0,90.213936,85599_CL04_GT,2021-12-11,History,202309,,,
